verse_number,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
59,திருமாலுக்கு அடிமை செய்.,0.23882152,0.18568525,0.13005418,0.21984361,0.188261,0.17901528,0.27038383,0.13245602,0.28620082,0.20207806,sanctity.virtue,0.28620082
60,தீவினை அகற்று.,0.39714953,0.4052775,0.32771695,0.3268265,0.32279015,0.39516124,0.3613175,0.34200844,0.4504289,0.39124984,sanctity.virtue,0.4504289
61,துன்பத்திற்கு இடம் கொடேல்.,0.51872355,0.62813926,0.5080596,0.43222106,0.43009877,0.45105982,0.4923538,0.44677728,0.4832193,0.51232517,care.vice,0.62813926
62,தூக்கி வினை செய்.,0.47924948,0.57670116,0.526549,0.54308414,0.53400767,0.5872315,0.5343536,0.6096356,0.5301847,0.56091017,authority.vice,0.6096356
63,தெய்வம் இகழேல்.,0.40021002,0.32859325,0.37169376,0.34021288,0.34151053,0.37252823,0.38905215,0.36464155,0.4687792,0.36010814,sanctity.virtue,0.4687792
64,தேசத்தோடு ஒட்டி வாழ்.,0.36483842,0.22511135,0.26728946,0.20865312,0.35681957,0.23328367,0.2879123,0.23701039,0.28244144,0.20889682,care.virtue,0.36483842
65,தையல் சொல் கேளேல்.,0.4256825,0.44700432,0.40670097,0.4380613,0.42352644,0.38864195,0.45338404,0.35837913,0.44392192,0.45700938,sanctity.vice,0.45700938
66,தொன்மை மறவேல்.,0.3115591,0.31983307,0.34957764,0.3854187,0.37044638,0.36423266,0.35285294,0.38399056,0.400026,0.4027314,sanctity.vice,0.4027314
67,தோற்பன தொடரேல்.,0.55785763,0.58084303,0.65503114,0.65107715,0.6164253,0.6193614,0.59846973,0.6447317,0.5280762,0.6163293,fairness.virtue,0.65503114
68,நன்மை கடைப்பிடி.,0.67690057,0.36576325,0.46464083,0.3381958,0.39837953,0.33019188,0.4474369,0.29835218,0.4951514,0.34711242,care.virtue,0.67690057
69,நாடு ஒப்பன செய்.,0.5729439,0.48673505,0.52269006,0.4851685,0.6372949,0.5248281,0.5865697,0.5168857,0.55013525,0.5198636,loyalty.virtue,0.6372949
70,நிலையில் பிரியேல்.,0.42780805,0.3524041,0.4215539,0.385432,0.43072286,0.3630472,0.42208353,0.37041634,0.43556947,0.4042748,sanctity.virtue,0.43556947
71,நீர் விளையாடேல்.,0.18870911,0.16083732,0.23744185,0.23490816,0.23003274,0.16767453,0.20570892,0.19857705,0.14753911,0.16872936,fairness.virtue,0.23744185
72,நுண்மை நுகரேல்.,0.5197849,0.5877539,0.55583924,0.62717205,0.6005028,0.5245166,0.5925126,0.5220345,0.5608317,0.6616949,sanctity.vice,0.6616949
73,நூல் பல கல்.,0.3134063,0.29555696,0.3020199,0.30166703,0.3126409,0.28300342,0.332187,0.24981418,0.35214165,0.30914176,sanctity.virtue,0.35214165
74,நெற்பயிர் விளைவு செய்.,0.46947846,0.42014518,0.4429993,0.4077096,0.44721466,0.34149447,0.45073754,0.33751732,0.4143257,0.4136802,care.virtue,0.46947846
75,நேர்பட ஒழுகு.,0.47317994,0.42736048,0.48167044,0.449457,0.40142822,0.4129472,0.4925319,0.4290528,0.51351005,0.5149865,sanctity.vice,0.5149865
76,நைவினை நணுகேல்.,0.38179427,0.37668422,0.30611992,0.39646646,0.37890118,0.3345895,0.39123625,0.3341003,0.42798492,0.4789226,sanctity.vice,0.4789226
77,நொய்ய உரையேல்.,0.5180303,0.52486706,0.53230405,0.53082067,0.566057,0.5107235,0.5774323,0.52302885,0.5962513,0.5820209,sanctity.virtue,0.5962513
78,நோய்க்கு இடம் கொடேல்.,0.40762252,0.43651226,0.40026647,0.38536334,0.40032095,0.33935958,0.4525308,0.33237696,0.42049187,0.49187112,sanctity.vice,0.49187112
79,பழிப்பன பகரேல்.,0.43692634,0.40899637,0.47632545,0.45665675,0.421232,0.4419414,0.4558851,0.4265777,0.43665552,0.4679457,fairness.virtue,0.47632545
80,பாம்பொடு பழகேல்.,0.28222358,0.23427883,0.220472,0.25953132,0.2679901,0.17878532,0.25854135,0.15868986,0.2657221,0.33723193,sanctity.vice,0.33723193
81,பிழைபடச் சொல்லேல்.,0.5590321,0.48123032,0.5640198,0.50489426,0.44965434,0.5323739,0.5026968,0.5535654,0.5916188,0.4998942,sanctity.virtue,0.5916188
82,பீடு பெற நில்.,0.33313805,0.24696675,0.28326273,0.25622213,0.25400466,0.23191701,0.30640805,0.2532947,0.26587394,0.253579,care.virtue,0.33313805
83,புகழ்ந்தாரைப் போற்றி வாழ்.,0.38577682,0.21748525,0.22322854,0.1546779,0.23321271,0.19045916,0.31305194,0.1905835,0.40986952,0.21560529,sanctity.virtue,0.40986952
84,பூமி திருத்தி உண்.,0.43415564,0.29689384,0.36829245,0.26567298,0.3209604,0.2876864,0.35035747,0.32865566,0.4388379,0.32471105,sanctity.virtue,0.4388379
85,பெரியாரைத் துணைக் கொள்.,0.474297,0.27004355,0.32268566,0.2562337,0.39299762,0.24146837,0.39465645,0.21657163,0.38550982,0.2711137,care.virtue,0.474297
86,பேதைமை அகற்று.,0.44567826,0.48222777,0.4058883,0.4912728,0.40889025,0.48590267,0.45387447,0.4159004,0.5609005,0.5632163,sanctity.vice,0.5632163
87,பையலோடு இணங்கேல்.,0.4655608,0.3441494,0.44348115,0.38084084,0.5242331,0.34049967,0.43482935,0.3464141,0.45606774,0.4016773,loyalty.virtue,0.5242331
88,பொருள்தனைப் போற்றி வாழ்.,0.4751435,0.2981003,0.3095276,0.2083732,0.285913,0.25518683,0.36784768,0.27139252,0.50409067,0.29743695,sanctity.virtue,0.50409067
89,போர்த் தொழில் புரியேல்.,0.36767533,0.40985718,0.4047044,0.41053888,0.4600119,0.4440157,0.40248847,0.46182016,0.38121784,0.4136815,authority.vice,0.46182016
90,மனம் தடுமாறேல்.,0.556512,0.5064921,0.5091691,0.47420818,0.44183108,0.49393064,0.49988276,0.5095296,0.5503046,0.50625193,care.virtue,0.556512
91,மாற்றானுக்கு இடம் கொடேல்.,0.29927874,0.27146378,0.35351396,0.34988585,0.31400186,0.30757952,0.39440924,0.3259281,0.3411082,0.33655235,authority.virtue,0.39440924
92,மிகைபடச் சொல்லேல்.,0.51163,0.554983,0.5165828,0.49132982,0.48554602,0.4802466,0.54705,0.5125386,0.5995069,0.5482144,sanctity.virtue,0.5995069
93,மீதூண் விரும்பேல்.,0.48721927,0.3877477,0.37857962,0.34242132,0.3644681,0.35273427,0.39355123,0.33989352,0.49610212,0.37909472,sanctity.virtue,0.49610212
94,முனைமுகத்து நில்லேல்.,0.41855794,0.4739032,0.44968623,0.4461568,0.46305197,0.41616905,0.5052215,0.4764917,0.4248338,0.47573286,authority.virtue,0.5052215
95,மூர்க்கரோடு இணங்கேல்.,0.4746428,0.4707998,0.5196805,0.50097364,0.6390381,0.4914208,0.5006852,0.49010703,0.5093894,0.5311427,loyalty.virtue,0.6390381
96,மெல்லி நல்லாள் தோள்சேர்.,0.37402388,0.23820359,0.28497523,0.24006537,0.33237422,0.2336145,0.3518166,0.22175944,0.37156397,0.26130146,care.virtue,0.37402388
97,மேன்மக்கள் சொல் கேள்.,0.44128188,0.3742805,0.3928141,0.30470675,0.39316824,0.35159162,0.43036056,0.36717185,0.47309476,0.3434357,sanctity.virtue,0.47309476
98,மை விழியார் மனை அகல்.,0.27378014,0.2691587,0.20751378,0.2810328,0.2786349,0.2950755,0.28205547,0.2632829,0.32242554,0.34550852,sanctity.vice,0.34550852
99,மொழிவது அற மொழி.,0.3653425,0.34184617,0.35416842,0.32135904,0.360275,0.36634004,0.40190375,0.38989514,0.46354592,0.37316728,sanctity.virtue,0.46354592
100,மோகத்தை முனி.,0.50314856,0.54100144,0.49257836,0.5538259,0.5626373,0.54126716,0.5682757,0.5179628,0.59577954,0.6087626,sanctity.vice,0.6087626
101,வல்லமை பேசேல்.,0.39824456,0.43573943,0.4308834,0.38940048,0.40950277,0.43699932,0.44097263,0.49503294,0.4712962,0.4220419,authority.vice,0.49503294
102,வாது முற்கூறேல்.,0.6170808,0.65718627,0.70589274,0.643974,0.6464489,0.66223466,0.66091096,0.69666433,0.70123506,0.70479494,fairness.virtue,0.70589274
103,வித்தை விரும்பு.,0.41082555,0.45032048,0.37839025,0.45878962,0.37642792,0.47304767,0.41591972,0.4335296,0.5166493,0.45256382,sanctity.virtue,0.5166493
104,வீடு பெற நில்.,0.3654123,0.22788084,0.26617104,0.24905924,0.26530457,0.2435059,0.27360374,0.2575566,0.27472875,0.22584766,care.virtue,0.3654123
105,உத்தமனாய் இரு.,0.36807007,0.20710161,0.27480453,0.20033583,0.19159192,0.18947092,0.25417098,0.22883129,0.34765524,0.22425026,care.virtue,0.36807007
106,ஊருடன் கூடி வாழ்.,0.42565817,0.31284377,0.35085028,0.31247565,0.4837134,0.30412817,0.3491977,0.31739706,0.3756208,0.3390502,loyalty.virtue,0.4837134
107,வெட்டெனப் பேசேல்.,0.41559726,0.44615686,0.44348428,0.40632203,0.43227822,0.42677686,0.43149504,0.47155058,0.47051623,0.4546497,authority.vice,0.47155058
108,வேண்டி வினை செயேல்.,0.6811336,0.7048514,0.8003542,0.6653076,0.73787105,0.6582736,0.7330702,0.70345384,0.68330085,0.6861809,fairness.virtue,0.8003542
109,வைகறைத் துயில் எழு.,0.38925296,0.3193058,0.26622856,0.3198765,0.2819122,0.3390172,0.32243702,0.35385597,0.43784457,0.37363738,sanctity.virtue,0.43784457
110,ஒன்னாரைத் தேறேல்.,0.675344,0.6144135,0.66940963,0.62018776,0.6637807,0.6057365,0.6751412,0.5925549,0.67697716,0.62230706,sanctity.virtue,0.67697716
111,ஓரம் சொல்லேல்.,0.60766876,0.5443233,0.5961054,0.4990254,0.5418014,0.52170765,0.57855517,0.5468216,0.6403059,0.5683784,sanctity.virtue,0.6403059
