verse_number,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
33,ஒல்லும் வகையான் அறவினை ஓவாதே செல்லும்வாய் எல்லாஞ் செயல்.,0.52778494,0.5416804,0.57537174,0.59309506,0.60793537,0.55821526,0.62029743,0.5544989,0.61112106,0.62260145,sanctity.vice,0.62260145
34,மனத்துக்கண் மாசிலன் ஆதல் அனைத்து அறன் ஆகுல நீர பிற.,0.47795725,0.4381001,0.45291162,0.4851691,0.48407954,0.46029544,0.50165635,0.46831605,0.5473571,0.5626746,sanctity.vice,0.5626746
35,அழுக்காறு அவாவெகுளி இன்னாச்சொல் நான்கும் இழுக்கா இயன்றது அறம்.,0.5567076,0.5599674,0.5625799,0.59323394,0.6271728,0.5705056,0.6119515,0.5545808,0.64283484,0.6768807,sanctity.vice,0.6768807
36,அன்றறிவாம் என்னாது அறஞ்செய்க மற்றது பொன்றுங்கால் பொன்றாத் துணை.,0.5192839,0.4606191,0.43829596,0.4486574,0.472511,0.42862588,0.45924896,0.45323265,0.54457664,0.52073634,sanctity.virtue,0.54457664
37,அறத்தாறு இதுவென வேண்டா சிவிகை பொறுத்தானோடு ஊர்ந்தான் இடை.,0.6100702,0.6134628,0.6382122,0.6657038,0.6613114,0.6772584,0.6287764,0.7256448,0.6731305,0.7005176,authority.vice,0.7256448
38,வீழ்நாள் படாஅமை நன்றாற்றின் அஃதொருவன் வாழ்நாள் வழியடைக்கும் கல்.,0.5386739,0.5217453,0.50198424,0.5081176,0.52901655,0.48097324,0.5650522,0.49314195,0.60309726,0.5773987,sanctity.virtue,0.60309726
39,அறத்தான் வருவதே இன்பம் மற் றெல்லாம் புறத்த புகழும் இல.,0.48053727,0.43272662,0.40837237,0.46888384,0.43340623,0.45543933,0.45286077,0.45919973,0.53444123,0.5007258,sanctity.virtue,0.53444123
40,செயற்பால தோரும் அறனே ஒருவற்கு உயற்பால தோரும் பழி.,0.6040745,0.62978137,0.6873285,0.62768865,0.6870315,0.6139354,0.66281164,0.62497014,0.603045,0.6416906,fairness.virtue,0.6873285
41,இல்வாழ்வான் என்பான் இயல்புடைய மூவர்க்கும் நல்லாற்றின் நின்ற துணை.,0.46825182,0.3650155,0.43431073,0.4137508,0.5197607,0.4165832,0.4574154,0.40168682,0.44274527,0.40076554,loyalty.virtue,0.5197607
42,துறந்தார்க்கும் துவ்வாதவர்க்கும் இறந்தார்க்கும் இல்வாழ்வான் என்பான் துணை.,0.55404544,0.5055438,0.53632414,0.509251,0.5796028,0.50919986,0.53307796,0.4755988,0.5350349,0.5279934,loyalty.virtue,0.5796028
43,தென்புலத்தார் தெய்வம் விருந்தொக்கல் தானென்றாங்கு ஐம்புலத்தாறு ஓம்பல் தலை.,0.49351203,0.40279675,0.40145665,0.42211738,0.44074127,0.43068582,0.5081692,0.4072823,0.56279683,0.4681416,sanctity.virtue,0.56279683
44,பழியஞ்சிப் பாத்தூண் உடைத்தாயின் வாழ்க்கை வழியெஞ்சல் எஞ்ஞான்றும் இல்.,0.48350328,0.4811471,0.46278664,0.47927302,0.4688105,0.46834004,0.50242007,0.44727987,0.5231275,0.52527887,sanctity.vice,0.52527887
45,அன்பும் அறனும் உடைத்தாயின் இல்வாழ்க்கை பண்பும் பயனும் அது.,0.46318838,0.27319443,0.36714762,0.24282563,0.37718856,0.28054434,0.3525635,0.26772648,0.3914091,0.2795999,care.virtue,0.46318838
46,அறத்தாற்றின் இல்வாழ்க்கை ஆற்றின் புறத்தாற்றில் போஒய்ப் பெறுவ தெவன்?,0.46427488,0.40677458,0.43775207,0.4210031,0.45488772,0.43165585,0.47242194,0.44733799,0.53290975,0.48752257,sanctity.virtue,0.53290975
47,இயல்பினான் இல்வாழ்க்கை வாழ்பவன் என்பான் முயல்வாருள் எல்லாம் தலை.,0.3457505,0.34476757,0.3772984,0.41393724,0.40005326,0.3923355,0.3893966,0.3830225,0.386474,0.41468573,sanctity.vice,0.41468573
48,ஆற்றின் ஒழுக் கி அறனிழுக்கா இல்வாழ் க்கை நோற்பாரின் நோன்மை உடைத்து.,0.38518557,0.38726485,0.38026112,0.4058705,0.41289282,0.3921675,0.43885416,0.42675906,0.4733049,0.46951702,sanctity.virtue,0.4733049
49,அறன் எனப் பட்டதே இல்வாழ்க்கை அஃதும் பிறன்பழிப்ப தில்லாயின் நன்று.,0.5075164,0.44761923,0.46558177,0.43385574,0.46037987,0.40024328,0.46807703,0.41270775,0.5207064,0.49986118,sanctity.virtue,0.5207064
50,வையத்துள் வாழ்வாங்கு வாழ்பவன் வான்உநற்யும் தெய்வத்துள் வைக்கப் படும்.,0.3725578,0.32107523,0.32409635,0.32056564,0.35603315,0.3300953,0.3916099,0.3323065,0.44769216,0.332878,sanctity.virtue,0.44769216
51,மனைக்தக்க மாண்புடையள் ஆகித்தற் கொண்டான் வளத்தக்காள் வாழ்க்கைத் துணை.,0.4679628,0.38509396,0.41688108,0.41943258,0.4448734,0.3660395,0.5068329,0.34515345,0.47237536,0.4421507,authority.virtue,0.5068329
52,மனைமாட்சி இல்லாள்கண் இல்லாயின் வாழ்க்கை எனைமாட்சித் தாயினும் இல்.,0.5028327,0.45907342,0.4416166,0.44366235,0.4650433,0.4391395,0.47136617,0.45690387,0.4972301,0.4694646,care.virtue,0.5028327
53,இல்லதென் இல்லவள் மாண்பானால் உள்ளதென் இல்லவள் மாணாக் கடை?,0.26742542,0.2696665,0.23468798,0.24402884,0.27030236,0.21243949,0.26302928,0.25179464,0.2815126,0.31408882,sanctity.vice,0.31408882
54,பெண்ணின் பெருந்தக்க யாவுள கற்பென்னும் திண்மைஉண் டாகப் பெறின்.,0.53185415,0.44834763,0.45211515,0.3933083,0.4754466,0.3676663,0.5126122,0.37985557,0.580534,0.48466542,sanctity.virtue,0.580534
55,தெய்வம் தொழாஅள் கொழுநன் தொழுதெழுவாள் பெய்யெனப் பெய்யும் மழை.,0.3100262,0.22183008,0.19217394,0.15472509,0.20980732,0.17161149,0.29613915,0.19309318,0.38604546,0.26670325,sanctity.virtue,0.38604546
56,தற்காத்துத் தற்கொண்டாற் பேணித் தகைசான்ற சொற்காத்துச் சோர்விலாள் பெண்.,0.6400291,0.4552977,0.5022085,0.39338356,0.4689589,0.416369,0.5291445,0.40098113,0.5933754,0.46112013,care.virtue,0.6400291
57,சிறைகாக்கும் காப்பெவன் செய்யும் மகளிர் நிறைகாக்கும் காப்பே தலை.,0.51441985,0.30657923,0.3563754,0.2963059,0.35084575,0.28705493,0.4095106,0.25658453,0.37833396,0.2894354,care.virtue,0.51441985
58,பெற்றாற் பெறின்பெறுவர் பெண்டிர் பெருஞ்சிறப்புப் புத்தேளிர் வாழும் உலகு.,0.3364659,0.20649855,0.21091193,0.24681745,0.27661732,0.22387998,0.2955919,0.20985173,0.33745497,0.24439517,sanctity.virtue,0.33745497
59,புகழ்புரிந்த இல்லிலோர்க்கு இல்லை இகழ்வார்முன் ஏறுபோல் பீடு நடை.,0.41527176,0.43687582,0.46044743,0.46677628,0.450678,0.48993048,0.49215597,0.53234327,0.4794067,0.4718882,authority.vice,0.53234327
60,மங்கலம் என்ப மனைமாட்சி மற்று அதன் நன்கலம் நன்மக்கட் பேறு.,0.4288079,0.27089578,0.30596387,0.32445848,0.3699049,0.29159904,0.36295238,0.25577775,0.40559512,0.34210598,care.virtue,0.4288079
61,பெறுமவற்றுள் யாமறிவது இல்லை அறிவறிந்த மக்கட்பேறு அல்ல பிற.,0.48744386,0.446665,0.4754348,0.45690215,0.5020961,0.42002922,0.4551689,0.44896558,0.49285123,0.45199665,loyalty.virtue,0.5020961
62,எழுபிறப்பும் தீயவை தீண்டா பழிபிறங்காப் பண்புடை மக்கட் பெறின்.,0.55267024,0.5601846,0.5195315,0.47456235,0.5548197,0.51278305,0.51099575,0.488912,0.56271994,0.5627209,sanctity.vice,0.5627209
63,தம்பொருள் என்பதம் மக்கள் அவர்பொருள் தம்தம் வினையான் வரும்.,0.572948,0.6435052,0.6094557,0.632583,0.72216713,0.59982663,0.64991474,0.5853498,0.6308445,0.68442994,loyalty.virtue,0.72216713
64,அமிழ்தினும் ஆற்ற இனிதேதம் மக்கள் சிறுகை அளாவிய கூழ்.,0.34605622,0.33498672,0.28518003,0.31740838,0.33935946,0.300397,0.32744354,0.3311738,0.40787375,0.44762248,sanctity.vice,0.44762248
65,மக்கள்மெய் தீண்டல் உடற்கின்பம் மற்று அவர் சொற்கேட்டல் இன்பம் செவிக்கு.,0.41660434,0.46268243,0.40529203,0.44854158,0.47648948,0.41592163,0.41030645,0.4002205,0.4615621,0.513201,sanctity.vice,0.513201
66,குழல் இனிது யாழ்இனிது என்பதம் மக்கள் மழலைச்சொல் கேளா தவர்.,0.3917701,0.4252917,0.4142972,0.4287347,0.48342323,0.44424614,0.41588074,0.46957767,0.42528623,0.46124417,loyalty.virtue,0.48342323
67,தந்தை மகற்காற்று நன்றி அவையத்து முந்தி இருப்பச் செயல்.,0.599975,0.4112293,0.49305707,0.3859747,0.4831028,0.3807031,0.57862747,0.35569984,0.5808918,0.43822366,care.virtue,0.599975
68,தம்மின்தம் மக்கள் அறிவுடைமை மாநிலத்து மன்னுயிர்க் கெல்லாம் இனிது.,0.5355979,0.4552961,0.4942846,0.44733095,0.5442776,0.4449262,0.5664434,0.44520146,0.56620723,0.46916756,authority.virtue,0.5664434
69,ஈன்ற பொழுதின் பெரிதுவக்கும் தன்மகனைச் சான்றோன் எனக்கேட்ட தாய்.,0.5562615,0.3241499,0.4235124,0.30186516,0.38481238,0.26907766,0.47917938,0.27535254,0.50028026,0.34021866,care.virtue,0.5562615
70,மகன்தந்தைக்கு ஆற்றும் உதவி இவன்தந்தை என்நோற்றான் கொல் எனும் சொல்.,0.5554597,0.45450446,0.44442502,0.34597605,0.42757207,0.3795902,0.48203534,0.31898814,0.51697874,0.41731137,care.virtue,0.5554597
71,அன்பிற்கும் உண்டோ அடைக்குந்தாழ் ஆர்வலர் புன்கணீர் பூசல் தரும்.,0.49022484,0.468064,0.49168074,0.49721155,0.57234925,0.50585437,0.4792103,0.5370475,0.49600187,0.5401333,loyalty.virtue,0.57234925
72,அன்பிலார் எல்லாம் தமக்குரியர் அன்புடையார் என்பும் உரியர் பிறர்க்கு.,0.49743754,0.34507966,0.3994405,0.3358635,0.44773084,0.3885182,0.4593516,0.37034702,0.4754203,0.35327512,care.virtue,0.49743754
73,அன்போடு இயைந்த வழக்கென்ப ஆருயிர்க்கு என்போடு இயைந்த தொடர்பு.,0.4681238,0.39760214,0.48223,0.42873037,0.49936235,0.41909778,0.46067992,0.44884336,0.4358999,0.42681712,loyalty.virtue,0.49936235
74,அன்பு ஈனும் ஆர்வம் உடைமை அதுஈனும் நண்பு என்னும் நாடாச் சிறப்பு.,0.52124953,0.38781583,0.3935627,0.3919022,0.47917223,0.38688684,0.48262483,0.39615312,0.511658,0.42104208,care.virtue,0.52124953
75,அன்புற்று அமர்ந்த வழக்கென்ப வையகத்து இன்புற்றார் எய்தும் சிறப்பு.,0.5187309,0.4734918,0.570801,0.5591522,0.5143079,0.5148675,0.5743253,0.5612941,0.57310706,0.54861903,authority.virtue,0.5743253
76,அறத்திற்கே அன்புசார் பென்ப அறியார் மறத்திற்கும் அஃதே துணை.,0.44426447,0.26987368,0.3008081,0.2822184,0.34673545,0.27287757,0.37701008,0.2505139,0.40534145,0.31178552,care.virtue,0.44426447
77,என்பி லதனை வெயில்போலக் காயுமே அன்பி லதனை அறம்.,0.32693446,0.25144663,0.24867678,0.25213915,0.2596045,0.23481433,0.3051353,0.24507345,0.39263263,0.30438122,sanctity.virtue,0.39263263
78,அன்பகத் தில்லா உயிர்வாழ்க்கை வன்பாற்கண் வற்றல் மரந்தளிர்த் தற்று.,0.45128852,0.46728906,0.38857377,0.4345308,0.43224162,0.43962637,0.43576986,0.4304457,0.4965281,0.5308075,sanctity.vice,0.5308075
79,புறத்துறுப் பெல்லாம் எவன்செய்பு ம் யாக்கை அகத்துறுப்பு அன்பி லவர்க்கு.,0.46139586,0.45187104,0.4583326,0.51360285,0.5350229,0.5071585,0.4976359,0.50841635,0.504065,0.54718035,sanctity.vice,0.54718035
80,அன்பின் வழியது உயிர்நிலை அஃதிலார்க்கு என்புதோல் போர்த்த உடம்பு.,0.49552044,0.3617984,0.33851227,0.35763583,0.40145153,0.38375458,0.41115454,0.37806422,0.50517696,0.43866366,sanctity.virtue,0.50517696
81,இருந்தோம்பி இல்வாழ்வ தெல்லாம் விருந்தோம்பி வேளாண்மை செய்தற் பொருட்டு.,0.38145164,0.31858978,0.30567202,0.34280685,0.40138468,0.31386083,0.3678867,0.33082312,0.3969422,0.3796787,loyalty.virtue,0.40138468
82,விருந்து புறத்ததாத் தானுண்டல் சாவா மருந்தெனினும் வேண் டற்பாற் றன்று.,0.4053226,0.42221618,0.37340254,0.38558757,0.4641465,0.36887944,0.450827,0.39120352,0.47195402,0.4821998,sanctity.vice,0.4821998
83,வருவிருந்து வைகலும் ஓம்புவான் வாழ்க்கை பருவந்து பாழ்படுதல் இன்று.,0.3237188,0.39754438,0.33465683,0.385017,0.38506848,0.3842059,0.35704857,0.3680861,0.40356687,0.4621278,sanctity.vice,0.4621278
84,அகனமர்ந்து செய்யாள் உறையும் முகனமர்ந்து நல்விருந்து ஓம்புவான் இல்.,0.3599341,0.29686457,0.30457243,0.3392568,0.34645557,0.27919,0.4014268,0.2802016,0.40834934,0.3693507,sanctity.virtue,0.40834934
85,வித்தும் இடல்வேண்டும் கொல்லோ விருந்தோம்பி மிச்சில் மிசைவான் புலம்.,0.4641857,0.5470927,0.46633834,0.4962874,0.5677228,0.515975,0.50603604,0.5066315,0.54782164,0.5972018,sanctity.vice,0.5972018
86,செல்விருந்து ஓம்பி வருவிருந்து பார்த்திருப்பான் நல்வருந்து வானத் தவர்க்கு.,0.42949563,0.40917107,0.42111453,0.46139282,0.42695737,0.42834017,0.46534958,0.43072197,0.46775347,0.48131248,sanctity.vice,0.48131248
87,இனைத்துணைத் தென்பதொன் றில்லை விருந்தின் துணைத்துணை வேள்விப் பயன்.,0.6142943,0.5999579,0.6304318,0.62252223,0.68473995,0.6119095,0.60158336,0.6419332,0.6081878,0.63694465,loyalty.virtue,0.68473995
88,பரிந்தோம்பிப் பற்றற்றேம் என்பர் விருந்தோம்பி வேள்வி தலைப்படா தார்.,0.5600688,0.5591657,0.56489974,0.5354265,0.62159646,0.5722039,0.6441208,0.5917116,0.6479819,0.59661484,sanctity.virtue,0.6479819
89,உடைமையுள் இன்மை விருந்தோம்பல் ஓம்பா மடமை மடவார்கண் உண்டு.,0.34429654,0.31431508,0.27902249,0.38552296,0.34685314,0.35445863,0.336698,0.36001408,0.39446065,0.42501011,sanctity.vice,0.42501011
90,மோப்பக் குழையும் அனிச்சம் முகந்திரிந்து நோக்கக் குநழ்யும் விருந்து.,0.27616185,0.30720708,0.26434684,0.3529542,0.37112436,0.2967201,0.320961,0.31079736,0.34193724,0.41271457,sanctity.vice,0.41271457
91,இன்சொலால் ஈரம் அளைஇப் படிறுஇலவாம் செம்பொருள் கண்டார்வாய்ச் சொல்.,0.4498958,0.4489838,0.4247715,0.46060145,0.45281455,0.40338522,0.46435463,0.43961,0.5132292,0.60006976,sanctity.vice,0.60006976
92,அகன்அமர்ந்து ஈதலின் நன்றே முகனமர்ந்து இன்சொலன் ஆகப் பெறின்.,0.5037882,0.4776107,0.52804345,0.5463499,0.5832768,0.49240023,0.58013856,0.50632286,0.5497687,0.55585957,loyalty.virtue,0.5832768
93,முகத்தான் அமர்ந் துஇனிது நோக்கி அகத்தானாம் இன்சொ லினதே அறம்.,0.4441972,0.47833142,0.4699185,0.48765013,0.4884482,0.4805268,0.53561056,0.48212326,0.56902504,0.5345136,sanctity.virtue,0.56902504
94,துன்புறூஉம் துவ்வாமை இல்லாகும் யார்மாட்டும் இன்புறூஉம் இன்சொ லவர்க்கு.,0.4569008,0.47180152,0.4380375,0.44009155,0.49922684,0.47078544,0.44796708,0.51459837,0.5260718,0.5000578,sanctity.virtue,0.5260718
95,பணிவுடையன் இன்சொலன் ஆதல் ஒருவற்கு அணியல்ல மற்றுப் பிற.,0.3497538,0.31575918,0.33005488,0.36305815,0.34420204,0.36235112,0.34720594,0.4089385,0.37091684,0.3736157,authority.vice,0.4089385
96,அல்லவை தேய அறம்பெருகும் நல்லவை நாடி இனிய சொலின்.,0.54073334,0.41602218,0.4248282,0.43837237,0.41916364,0.39432162,0.44224897,0.42527676,0.56277525,0.48821235,sanctity.virtue,0.56277525
97,நயன் ஈன்று நன்றி பயக்கும் பயன்ஈன்று பண்பின் தலைப்பிரியாச் சொல்.,0.6787381,0.47822425,0.5454928,0.4385485,0.5395488,0.43943778,0.6117627,0.4043259,0.6428802,0.4929813,care.virtue,0.6787381
98,சிறுமையுவு நீங்கிய இன்சொல் மறுமையும் இம்மையும் இன்பம் தரும்.,0.56350857,0.37026846,0.4352792,0.4039775,0.4103219,0.3700006,0.42729145,0.3853345,0.5452144,0.43535724,care.virtue,0.56350857
99,இன்சொல் இனிதீன்றல் காண்பான் எவன்கொலோ வன்சொல் வழங்கு வது?,0.38644275,0.37361655,0.4042647,0.418912,0.41555917,0.41086626,0.42355496,0.4375453,0.4622621,0.44407874,sanctity.virtue,0.4622621
100,இனிய உளவாக இன்னாத கூறல் கனிஇருப்பக் காய்கவர்ந் தற்று.,0.5263002,0.5123259,0.44861156,0.50239027,0.5027915,0.45963258,0.47977328,0.48514098,0.5483474,0.5931318,sanctity.vice,0.5931318
101,செய்யாமல் செய்த உதவிக்கு வையகமும் வானகமும் ஆற்றல் அரிது.,0.6218167,0.4638722,0.50072336,0.39659533,0.5194541,0.44887492,0.4878074,0.46073583,0.5346447,0.46248472,care.virtue,0.6218167
102,காலத்தி னாற்செய்த நன்றி சிறிதெனினும் ஞாலத்தின் மாணப் பெரிது.,0.5884935,0.43577248,0.46655607,0.3506305,0.46072876,0.36511153,0.49849433,0.38816488,0.5764878,0.44473785,care.virtue,0.5884935
103,பயன்தூக்கார் செய்த உதவி நயன்தூக்கின் நன்மை கடலின் பெரிது.,0.54046994,0.30031967,0.35178977,0.26736104,0.32539845,0.26046437,0.34856528,0.22029236,0.38785627,0.29943323,care.virtue,0.54046994
104,தினைத்துணை நன்றி செயினும் பனைத்துணையாக் கொள்வர் பயன்தெரி வார்.,0.6132043,0.42701516,0.45745486,0.366086,0.4938768,0.3525632,0.51795214,0.335534,0.5756341,0.43914005,care.virtue,0.6132043
105,உதவி வரைத்தன்று உதவி உதவி செயப்பட்டார் சால்பின் வரைத்து.,0.57660514,0.45060396,0.46907273,0.43508932,0.46183568,0.44234574,0.48898906,0.42170423,0.49144953,0.48163435,care.virtue,0.57660514
106,மறவற்க மாசற்றார் கேண்மை துறவற்க துன்பத்துள் துப்பாயார் நட்பு.,0.56025857,0.5144104,0.46885747,0.50275695,0.55776036,0.51187795,0.51084423,0.47490844,0.5602746,0.5680604,sanctity.vice,0.5680604
107,எழுமை எழுபிறப்பும் உள்ளுவர் தங்கண் விழுமந் துடைத்தவர் நட்பு.,0.5453124,0.44718134,0.44131184,0.4493294,0.58060807,0.48300612,0.48730168,0.45230448,0.50864035,0.49535292,loyalty.virtue,0.58060807
