verse_number,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
11,கற்பகத் தருவைச் சார்ந்த காகமும் அமுதம் உண்ணும் விற்பன விவேகம் உள்ள வேந்தரைச் சேர்ந்தோர் வாழ்வார் இப்புவி தன்னில் என்றும் இலவு காத்திடும் கிளிபோல் அற்பரைச் சேர்ந்தோர் வாழ்வது அரிதரிதாகும் அம்மா.,0.44126606,0.37981147,0.35557812,0.4080119,0.3985113,0.3491786,0.4122668,0.3807652,0.44802862,0.46858662,sanctity.vice,0.46858662
12,ஆலகால விடத்தையும் நம்பலாம் ஆற்றையும் பெரும் காற்றையும் நம்பலாம் கோலமா மதயானையை நம்பலாம் கொல்லும் வேங்கைப் புலியையும் நம்பலாம் காலனார் விடு தூதரை நம்பலாம் கள்ளர் வேடர் மறவரை நம்பலாம் சேலை கட்டிய மாதரை நம்பினால் தெருவில் நின்று தியங்கித் தவிப்பரே!,0.51176834,0.49656877,0.5181674,0.5051904,0.5867111,0.52978396,0.57178545,0.5382455,0.5898682,0.54682684,sanctity.virtue,0.5898682
13,சங்கு வெண்தாமரைக்குத் தந்தை இரவி தண்ணீர் அங்கதைக் கொய்து விட்டால் அழுகச் செய்து அந்நீர் கொல்லும் துங்கவெண் கரையில் போட்டால் சூரியன் காய்ந்து கொல்வான் தங்களின் நிலைமை கெட்டால் இப்படித் தயங்குவாரே.,0.40950972,0.37351424,0.33954805,0.29975623,0.34449714,0.28054595,0.3700302,0.31096476,0.429993,0.43018484,sanctity.vice,0.43018484
14,நாய்வாலை அளவெடுத்துப் பெருக்கித் தீட்டின் நற்றமிழை எழுத எழுத் தாணி ஆகுமோ? பேய்வாழும் சுடுகாட்டைப் பெருக்கித் தள்ளிப் பெரிய விளக்கு ஏற்றி வைத்தால் வீட தாமோ? தாய்வார்த்தை கேளாத சகசண்டிக்கு என் சாற்றிடினும் உலுத்த குணம் தவிர மாட்டான் ஈவாரை ஈய ஒட்டான் இவனும் ஈயான் எழுபிறப்பினும் கடையதாம் இவன் பிறப்பே.,0.524565,0.5023074,0.46476746,0.48608223,0.5197148,0.46582106,0.5236377,0.47429603,0.58480024,0.58446574,sanctity.virtue,0.58480024
15,வெம்புவாள் விழுவாள் பொய்யே மேல் விழுந்தழுவாள் பொய்யே தம்பலம் தின்பாள் பொய்யே சாகிறேன் என்பாள் பொய்யே அம்பிலும் கொடிய கண்ணாள் யிரம் சிந்தையாளை நம்பின பேர்கள் எல்லாம் நாயினும் கடையாவாரே.,0.4266938,0.56932074,0.43027008,0.47531396,0.49447408,0.46692935,0.4636737,0.4282439,0.5223618,0.5720375,sanctity.vice,0.5720375
16,கெற்ப்பத்தான் மங்கையருக்கு அழகு குன்றும் கேள்வி இல்லா அரசனால் உலகம் பாழாம் துற்ப்புத்தி மந்திரியால் அரசுக்கு ஈனம் சொல் கேளாப் பிள்ளைகளால் குலத்துக்கு ஈனம் நற்புத்தி கற்பித்தால் அற்பர் கேளார் நன்மை செய்யத் தீமை உடன் நயந்து செய்வார் அற்பரோடு இணங்கிடில் பெருமை தாழும் அரிய தவம் கோபத்தால் அழிந்து போமே!,0.58423054,0.5559149,0.49116096,0.5243061,0.53841496,0.53711075,0.5814148,0.55603427,0.6125969,0.57765806,sanctity.virtue,0.6125969
17,தன்னுடன் பிறவாத் தம்பி தனைப் பெறாத் தாயார் தந்தை அன்னியர் இடத்துச் செல்வம் அரும்பொருள் வேசி ஆசை மன்னிய ஏட்டின் கல்வி மறுமனையாட்டி வாழ்க்கை இன்னவாம் கருமம் எட்டும் இடுக்கத்துக்கு உதவாதன்றே.,0.49955595,0.46573213,0.43717772,0.4936568,0.48528135,0.47257906,0.48056704,0.4676045,0.5031035,0.51005733,sanctity.vice,0.51005733
18,ஒருநான்கும் ஈரரையும் ஒன்றே கேளாய் உண்மையாய் ஐயரையும் அரையும் கேட்டேன் இருநான்கும் மூன்றுடனே ஒன்றும் சொல்லாய் இம் மொழியைக் கேட்டபடி ஈந்தாய் ஆயின் பெருநான்கும் அறுநான்கும் பெறுவாய் பெண்ணே பின்னேஓர் மொழிபுகல வேண்டாம் இன்றே சரிநான்கும் பத்தும் ஒரு பதினைந் தாலே சகிக்க முடியாதினி என் சகியே மானே.,0.5336457,0.4949075,0.5299094,0.50626177,0.58113956,0.50227046,0.5352015,0.5244143,0.601583,0.545549,sanctity.virtue,0.601583
19,தேனுகர் வண்டு மது தனை உண்டு தியங்கியே கிடந்ததைக் கண்டு தானதைச் சம்புவின் கனி என்று தடங்கையில் எடுத்துமுன் பார்த்தாள் வானுறு மதியும் வந்தது என்றெண்ணி மலர்கரம் குவியும் என்று அஞ்சிப் போனது வண்டோ பறந்ததோ பழம் தான் புதுமையோ இது எனப் புகன்றாள்.,0.39857996,0.33533758,0.31591544,0.38379624,0.3852745,0.31141913,0.3865877,0.3201567,0.4266626,0.4752346,sanctity.vice,0.4752346
20,கருதிய நூல் கல்லாதான் மூடனாகும் கணக்கறிந்து பேசாதான் கசடனாகும் ஒரு தொழிலும் இல்லாதான் முகடியாகும் ஒன்றுக்கும் உதவாதான் சோம்பனாகும் பெரியோர்கள் முன்னின்று மரத்தைப் போலும் பேசாமல் இருப்பவனே பேயனாகும் பரிவு சொலித் தழிவினவன் பசப்பனாகும் பசிப்பவருக்கு இட்டு உண்ணான் பாவியாமே.,0.61986494,0.5695307,0.57044256,0.53073335,0.6044023,0.5134059,0.58914,0.5445192,0.6313015,0.6125989,sanctity.virtue,0.6313015
21,தாங்கொணா வறுமை வந்தால் சபைதனில் செல்ல நாணும் வேங்கை போல் வீரம் குன்றும் விருந்தினர் காண நாணும் பூங்கொடி மனையாட்கு அஞ்சும் புல்லருக்கு இணங்கச் செய்யும் ஓங்கிய அறிவு குன்றும் உலகெலாம் பழிக்கும் தானே.,0.44325474,0.38578337,0.33998924,0.31938916,0.42141914,0.34996852,0.39879483,0.36472982,0.4479956,0.38321048,sanctity.virtue,0.4479956
22,அரும்பு கோணிடில் அதுமணம் குன்றுமோ கரும்பு கோணிடில் கட்டியம் பாகுமாம் இரும்பு கோணிடில் யானையை வெல்லலாம் நரம்பு கோணிடில் நாமதற்கு என் செய்வோம்?,0.3877105,0.32440746,0.31925362,0.29929984,0.39799285,0.2861946,0.3637362,0.3118503,0.43979082,0.3607511,sanctity.virtue,0.43979082
23,அன்னையே அனைய தோழி அறந்தனை வளர்க்கும் மாதே உன்னையோர் உண்மை கேட்பேன் உரை தெளிந்து உரைத்தல் வேண்டும் என்னையோ புணருவோர்கள் எனக்குமோர் இன்பம் நல்கிப் பொன்னையும் கொடுத்துப் பாதப் போதினில் வீழ்வதேனோ?,0.45174235,0.3078499,0.32410014,0.3177634,0.35940245,0.32208475,0.37173522,0.3130389,0.47027445,0.31528723,sanctity.virtue,0.47027445
24,பொம்மெனப் பணைத்து விம்மிப் போர்மதன் மயங்கி வீழும் கொம்மைசேர் முலையினாளே கூறுவேன் ஒன்று கேண்மோ செம்மையில் அறம் செய்யாதார் திரவியம் சிதற வேண்டி நம்மையும் கள்ளும் சூதும் நான்முகன் படைத்தவாறே!,0.4667756,0.47218215,0.38452253,0.4710652,0.47996318,0.45298618,0.45493293,0.412419,0.54145455,0.5740627,sanctity.vice,0.5740627
25,பொன்னொரு மணி உண்டானால் புலைஞனும் கிளைஞன் என்று தன்னையும் புகழ்ந்து கொண்டு சாதியி மணமும் செய்வார் மன்னராய் இருந்த பேர்கள் வகைகெட்டுப் போவார் ஆகில் பின்னையும் யாரோ என்று பேசுவார் ஏசுவாரே!,0.59768313,0.5895707,0.61413,0.6316011,0.664227,0.6035774,0.6769282,0.61773425,0.66579837,0.63854295,authority.virtue,0.6769282
26,வேதம் ஓதிய வேதியர்க்கு ஒர் மழை நீதி மன்னர் நெறியனுக்கு ஓர் மழை மாதர் கற்புடை மங்கையர்க்கு ஓர் மழை மாதம் மூன்று மழைஎனப் பெய்யுமே.,0.4546915,0.4186492,0.42158827,0.41150692,0.45837077,0.40823254,0.4889639,0.39778012,0.54292417,0.45056376,sanctity.virtue,0.54292417
27,அரிசி விற்றிடும் அந்தணர்க்கு ஓர் மழை வரிசை தப்பிய மன்னருக்கு ஓர் மழை புருடனைக் கொன்ற பூவையர்க்கு ஓர் மழை வருடம் மூன்று மழையெனப் பெய்யுமே.,0.4117927,0.39209458,0.36790326,0.3973837,0.4430545,0.38309726,0.42996266,0.39066386,0.4521256,0.4230947,sanctity.virtue,0.4521256
28,திருப்பதி மிதியாப் பாதம் சிவனடி வணங்காச் சென்னி இரப்பவர்க்கு ஈயாக் கைகள் இனிய சொல் கேளாக் காது புரப்பவர் தங்கள் கண்ணீர் பொழிதரச் சாகாத் தேகம் இருப்பினும் பயன் என் காட்டில் எரிப்பினும் இல்லை தானே.,0.45546174,0.44539952,0.36158776,0.34979,0.4155708,0.38966602,0.42067632,0.36780018,0.5566596,0.46058255,sanctity.virtue,0.5566596
29,தன்னுடலினுக்கு ஒன்று ஈந்தால் தக்கதோர் பலமதாகும் மின்னியல் வேசிக்கு ஈந்தால் மெய்யிலே வியாதி ஆகும் மன்னிய உறவுக்கு ஈந்தால் வருவது மயக்கமாகும் அன்னிய பரத்துக்கு ஈந்தால் ஆருயிர்க்கு உதவி யாமே.,0.6674608,0.49697524,0.5171159,0.4697832,0.566177,0.44354427,0.57469416,0.43512493,0.5923231,0.5151349,care.virtue,0.6674608
30,படியின் அப்பொழுதே வதைத்திடும் பச்சை நாவியை நம்பலாம் பழி நமக்கென வழி மறித்திடும் பழைய நீலியை நம்பலாம் கொடும் மதக் குவடென வளர்ந்திடு குஞ்சரத் தையும் நம்பலாம் குலுங்கப் பேசி நகைத்திடும் சிறு குமரர் தம்மையும் நம்பலாம் கடை இலக்கமும் எழுதிவிட்ட கணக்கர் தம்மையும் நம்பலாம் காக்கை போல் விழி பார்த்திடும் குடி காணி யாளரை நம்பலாம் நடை குலுக்கியும் முகம்மினுக்கியும் நகை நகைத்திடும் மாதரை நம்பொணாது மெய் நம்பொணாது மெய் நம்பொணாது மெய் காணுமே.,0.5487389,0.56298494,0.5854124,0.6641996,0.6242621,0.613963,0.6180334,0.59513915,0.64515626,0.62884074,fairness.vice,0.6641996
31,வண்டுகள் இருந்திடின் மதுவை உண்டிடும் தண்டமிழ் இருந்திடின் சங்கம் சேர்ந்திடும் குண்டுணி இருந்திடின் கோள்கள் மிஞ்சிடும் பெண்டுகள் இருந்திடின் பெரிய சண்டையே.,0.30896252,0.3421231,0.31606513,0.33107767,0.42555857,0.32421327,0.3501537,0.34103018,0.34939057,0.41765767,loyalty.virtue,0.42555857
32,கற்புடை மாதர் கொங்கை கவரிமான் மயிரின் கற்றை வெற்புறு வேங்கையுன் தோல் வீரன்கை வெய்ய கூர்வேல் அற்பர்தம் பொருள்கள் தாமும் அவரவர் இறந்த பின்னே பற்பலர் கொள்வார் இந்தப் பாரினில் உண்மை தானே.,0.4590965,0.48632824,0.45337236,0.44590285,0.5118792,0.39494395,0.48111093,0.38630867,0.53296435,0.5477685,sanctity.vice,0.5477685
33,வீணர் பூண்டாலும் தங்கம் வெறும் பொய்யாம் மேற் பூச்சென்பார் பூணுவார் தராப் பூண்டாலும் பொருந்திய தங்கம் என்பார் காணவே பனைக் கீழாகப் பால் குடிக்கினும் கள்ளே என்பார் மாணுலகத்தோர் புல்லர் வழங்குரை மெய் என்பாரே.,0.41590613,0.34881186,0.3335633,0.39883298,0.35869986,0.32233822,0.37751466,0.33352545,0.42801458,0.45060194,sanctity.vice,0.45060194
34,ஓரியே மீன் உவந்து ஊன் இழந்தையோ நாரியே கண்பிழை நாட்டில் இல்லையோ பாரியே கணவனைப் பழுது செய்து நீ நீரிலே இருப்பது நிலைமை அல்லவே.,0.42257744,0.29775393,0.3053666,0.29670346,0.34342733,0.27000424,0.33906177,0.31256676,0.44644088,0.41074306,sanctity.virtue,0.44644088
35,சம்புவே என்ன புத்தி சலந்தனில் மீனை நம்பி வம்புறு வடத்தைப் போட்டு வானத்தைப் பார்ப்பதேனோ? அம்புவி மாதே கேளாய்! அரசனை அகலவிட்டு வம்பனைக் கைப்பிடித்தவாறு போல் ஆயிற்றன்றே.,0.3998937,0.36371404,0.3453436,0.37527144,0.36304003,0.37024242,0.42915007,0.37956294,0.47222382,0.45186025,sanctity.virtue,0.47222382
36,மூப்பிலாக் குமரி வாழ்க்கை முனையிலா அரசன் வீரம் காப்பிலா விளைந்த பூமி கரையிலாது இருந்த ஏரி கோப்பிலான் கொண்ட கோலம் குருஇலான் கொண்ட ஞானம் ஆப்பிலா சகடுபோலே அழியுமென்று உரைக்கலாமே.,0.44450113,0.41222194,0.4144866,0.41043317,0.45309198,0.41542178,0.46836415,0.43838692,0.54094946,0.50760186,sanctity.virtue,0.54094946
37,பொன்னின் மணி கிண்கிணி சிலம்பொலி புலம்ப மின்னு மணி மேகலைகள் மெல்லென ஒலிப்பச் சின்னமலர் கொண்டு சில சேடியர்கள் சூழ அன்னம் என அல்ல என வாமென உரைத்தார்.,0.48491102,0.4631749,0.4358285,0.48579958,0.5109288,0.44855705,0.5049914,0.4984042,0.5484195,0.5633737,sanctity.vice,0.5633737
38,கானலை நீரென்று எண்ணிக் கடுவெளி திரியும் மான்போல் வானுறும் இலவு காத்த மதியிலாக் கிள்ளையே போல் தேனினை உண்டு தும்பி தியங்கிய தகைமையே போல் நானுனை அரசன் என்றெண்ணி நாளையும் போக்கினேனே.,0.43040618,0.3134851,0.29863846,0.31313574,0.3476899,0.29715118,0.41771853,0.31784588,0.46103624,0.38329685,sanctity.virtue,0.46103624
39,சங்கு முழங்கும் தமிழ்நாடன் தன்னை நினைத்த போதெல்லாம் பொங்கு கடலும் உறங்காது பொழுதோர் நாளும் விடியாது திங்கள் உறங்கும் புள் உறங்கும் தென்றல் உறங்கும் சிலகாலம் எங்கும் உறங்கும் இராக்காலம் என் கண்ணிரண்டும் உறங்காதே.,0.4374243,0.38004184,0.34286824,0.35264778,0.39436436,0.35515672,0.39903703,0.3805462,0.48200652,0.430092,sanctity.virtue,0.48200652
40,அரவினை ஆட்டுவாரும் அரும் களிறு ஊட்டுவாரும் இரவினில் தனிப்போவாரும் ஏரிநீர் நீந்துவாரும் விரைசெறி குழலியான வேசையை விரும்புவாரும் அரசனைப் பகைத்திட்டாரும் ஆருயிர் இழப்பார் தாமே.,0.43428212,0.4241087,0.41437343,0.39172912,0.49587527,0.41055602,0.47243786,0.45872203,0.468567,0.4509594,loyalty.virtue,0.49587527
41,வாழ்வது வந்த போது மனம் தனில் மகிழ வேண்டாம் தாழ்வது வந்ததானால் தளர்வரோ? தக்கோர் மிக்க ஊழ்வினை வந்ததானால் ஒருவரால் விலக்கப்போமோ? ஏழையாய் இருந்தோர் பல்லக்கு ஏறுதல் கண்டிலீரோ?,0.53509116,0.4697575,0.47105446,0.44497284,0.47590947,0.46322724,0.45665398,0.4978785,0.50852853,0.4752522,care.virtue,0.53509116
42,பருப்பதங்கள் போல் நிறைந்திடு நவமணிப் பதங்களைக் கொடுத்தாலும் விருப்பம் நீங்கிய கணவரைத் தழுவதல் வீணதாம் விரை ஆர்ந்த குருக்கு சந்தனக் குழம்பினை அன்பொடு குளிர் தர அணிந்தாலும் செருக்கு மிஞ்சிய அற்பர்தம் தோழமை செப்பவும் ஆகாதே.,0.5173019,0.43584615,0.40220034,0.40819302,0.47412956,0.37881148,0.47448856,0.41048056,0.52385294,0.50823826,sanctity.virtue,0.52385294
43,பெருத்திடு செல்வமாம் பிணிவந்து உற்றிடில் உருத் தெரியாமலே ஒளி மழுங்கிடும் மருந்து உளதோஎனில் வாகடத்து இலை தரித்திரம் என்னும் ஓர் மருந்தில் தீருமே.,0.47234952,0.4705125,0.40225637,0.4998418,0.44332057,0.45106447,0.46816182,0.4568062,0.5454301,0.5818948,sanctity.vice,0.5818948
44,அத்தியின் மலரும் வெள்ளை யாக்கைகொள் காக்கைதானும் பித்தர்தம் மனமும் நீரில் பிறந்த மீன் பாதம் தானும் அத்தன் மால் பிரம்ம தேவனால் அளவிடப் பட்டாலும் சித்திர விழியார் நெஞ்சம் தெரிந்தவர் இல்லை கண்டீர்.,0.3478129,0.31510642,0.28893936,0.33874482,0.30768484,0.29884607,0.34956238,0.30351394,0.43093115,0.40592623,sanctity.virtue,0.43093115
45,சொல்லுவார் வார்த்தை கேட்டுத் தோழமை இகழ்வார் புல்லர் நல்லவர் விசாரியாமல் செய்வாரோ நரிசொல் கேட்டு வல்லியம் பசுவும் கூடி மாண்டதோர் கதையைப் போலப் புல்லியர் ஒருவராலே போகுமே யாவும் நாசம்.,0.6049272,0.6242136,0.6221259,0.56833655,0.6403693,0.59896874,0.5862843,0.63040733,0.61633897,0.62967825,loyalty.virtue,0.6403693
46,கதலி வீரர் களத்திடை வையினும் குதலை வாயில் குழவிகள் வையினும் மதன லீலையின் மங்கையர் வையினும் இதமுறச் செவிக்கு இன்பம் விளையுமே.,0.52661663,0.5199466,0.5338749,0.51006806,0.6013298,0.5035987,0.5483328,0.5278624,0.5680301,0.54507875,loyalty.virtue,0.6013298
47,புத்திமான் பலவான் வான் பலமுளான் புத்தி அற்றால் எத்தனை விதத்தினாலும் இடரது வந்தே தீரும் மற்றொரு சிங்கம் தன்னை வருமுயல் கூட்டிச் சென்றே உற்றதோர் கிணற்றில் சாயல் காட்டிய உவமை போலே.,0.43805408,0.41309786,0.43318218,0.4038058,0.44493544,0.3973791,0.43822998,0.4148667,0.47530574,0.46605927,sanctity.virtue,0.47530574
48,மானம் உள்ளோர்கள் தங்கள் மயிர் அறின் உயிர் வாழாத கானுறு கவரி மான்போல் கனம்பெறு புகழே பூண்பார் மானம் ஒன்று இல்லார் தாமும் மழுங்கலாய்ச் சவங்கலாகி ஈனமாம் கழுதைக்கு ஒப்பாய் இருப்பர் என்று உரைக்கலாமே.,0.48214924,0.50288236,0.46741015,0.437069,0.54913014,0.43979895,0.4761609,0.45040786,0.52363604,0.55255526,sanctity.vice,0.55255526
49,கழுதை கா எனக் கண்டு நின்றாடிய அலகை தொழுது மீண்டும் அக்கழுதையைத் துதித்திட அதுதான் பழுதிலா நமக்கு ஆர் நிகர் மெனப் பகர்தல் முழுது மூடரை மூடர் கொண்டாடிய முறைபோல்.,0.49919754,0.49358475,0.4847481,0.46622548,0.5705546,0.4408147,0.54939383,0.46019495,0.57068944,0.5949532,sanctity.vice,0.5949532
50,ஆசாரம் செய்வார் ஆகில் அறிவொடு புகழும் உண்டாம் ஆசாரம் நன்மை னால் அவனியில் தேவர் ஆவார் ஆசாரம் செய்யாராகில் அறிவொடு புகழும் அற்றுப் பேசார் போல் பேச்சுமாகிப் பிணியடு நரகில் வீழ்வார்.,0.53668904,0.5356599,0.53026754,0.53768265,0.52998257,0.5266966,0.55482,0.5483081,0.577381,0.55703914,sanctity.virtue,0.577381
51,செல்வம் வந்துற்ற போது தெய்வமும் சிறிது பேணார் சொல்வதை அறிந்து சொல்லார் சுற்றமும் துணையும் பேணார் வெல்வதே கருமம் அல்லால் வெம்பகை வலிதென்று எண்ணார் வல்வினை விளைவும் பாரார் மண்ணின் மேல் வாழும் மாந்தர்.,0.55036175,0.48752606,0.4705331,0.44178614,0.524005,0.44367427,0.51789665,0.44485366,0.54483813,0.5021,care.virtue,0.55036175
52,யானையைச் சலந்தனில் இழுத்த அக்கரா பூனையைக் கரைதனில் பிடிக்கப் போகுமோ? தானையும் தலைவரும் தலம்விட்டு ஏகினால் சேனையும் செல்வமும் தியங்கு வார்களே.,0.45406806,0.37446943,0.40633762,0.35172743,0.4583884,0.35017514,0.46976095,0.35559717,0.47480536,0.42005438,sanctity.virtue,0.47480536
53,கொண்டநற் கலைகளோடு குணம்இலாக் கோதைமாரைக் கண்டு விண்டு இருப்பதல்லால் கனவிலும் புல்ல ஒண்ணாது உண்டென மதுவை உண்ண ஒவியப் பூவில் வீழ்ந்த வண்டினம் பட்டபாடு மனிதரும் படுவர் தாமே.,0.30215657,0.32025376,0.2503634,0.34220576,0.2879168,0.31174776,0.2995329,0.31888232,0.35986012,0.43239135,sanctity.vice,0.43239135
54,மயில்குயில் செங்கால் அன்னம் வண்டுகண்ணாடி பன்றி அயில் எயிற்று அரவு திங்கள் தவன் ஆழி கொக்கோடு உயரும் விண் கமலப் பன்மூன்று உறுகுணமுடையோர் தம்மை இயலுறு புவியோர் போற்றும் ஈசன் என்று எண்ணலாமே.,0.39510393,0.35330153,0.3265453,0.35632956,0.38451177,0.33288983,0.39458779,0.3468265,0.4945979,0.46503526,sanctity.virtue,0.4945979
55,தெருளிலாக் கலையினார் செருக்கும் ண்மையும் பொருளிலா வறியர்தம் பொறி அடக்கமும் அருளிலா அறிஞர்தம் மௌன நாசமும் கருவிலா மங்கையர் கற்பும் ஒக்குமாம்.,0.50950986,0.5095947,0.48745424,0.49465242,0.53393745,0.5070133,0.5318737,0.53099954,0.5929123,0.53953105,sanctity.virtue,0.5929123
56,மங்குல் அம்பதினாயிரம் யோசனை மயில்கண்டு நடமாடும் தங்கும் ஆதவ னூறாயிரம் யோசனை தாமரை முகம் விள்ளும் திங்கள் ஆதவற்கு இரட்டி யோசனையுறச் சிறந்திடும் அரக்காம்பல் எங்கண் ஆயினும் அன்பராய் இருப்பவர் இதயம் விட்டு அகலாரே.,0.51973367,0.47275653,0.43401593,0.49075872,0.5084933,0.48400283,0.5410035,0.47372273,0.5871101,0.56255984,sanctity.virtue,0.5871101
57,சந்திரன் இல்லா வானம் தாமரை இல்லாப் பொய்கை மந்திரி இல்லா வேந்தன் மதகரி இல்லாச் சேனை சுந்தரப் புலவர் இல்லாத் தொல்சபை சுதர்இல் வாழ்வு தந்திகள் இல்லா வீணை தனம் இலா மங்கைபோலாம்.,0.41857842,0.33522055,0.3789055,0.40379542,0.41031843,0.3842447,0.44181788,0.43479866,0.4716999,0.39842388,sanctity.virtue,0.4716999
58,குரைகடல் வறுமையும் குறத்தி உண்மையும் நரை அற மருந்தை உண்டு இளமை நண்ணலும் விரை செறி குழலினாள் வேசை ஆசையும் அரையர் அன்பு அமைவது ஐந்தும் இல்லையே.,0.55253774,0.46368152,0.45603806,0.44964796,0.54256874,0.4455281,0.49998102,0.45637202,0.57401526,0.5119513,sanctity.virtue,0.57401526
