verse_number,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral,dominant_score
11,ஒருநாள் உணவை ஒழியென்றால் ஒழியாய் இருநாளுக்கு ஏலென்றால் ஏலாய் - ஒருநாளும் என்நோ(வு) அறியாய் இடும்பைகூர் என்வயிறே உன்னோடு வாழ்தல் அறிது.,0.47091734,0.40270054,0.4214092,0.45155096,0.4763375,0.38603473,0.44709548,0.41044128,0.4757715,0.46771035,loyalty.virtue,0.4763375
12,"ஆற்றங் கரையின் மரமும் அரசறிய வீற்றிருந்த வாழ்வும் விழும் அன்றே - ஏற்றம் உழுதுண்டு வாழ்வதற்கு ஒப்பில்லை கண்டீர் பழுதுண்டு வேறோர் பணிக்கு,",0.5289422,0.45127547,0.4699625,0.43886498,0.49894065,0.41896895,0.48903263,0.46350682,0.53494716,0.5017658,sanctity.virtue,0.53494716
13,ஆவாரை யாரே அழிப்பர் அதுவன்றிச் சாவாரை யாரே தவிர்ப்பவர்- ஓவாமல் ஐயம் புகுவாரை யாரே விலக்குவார் மெய்அம் புவியதன் மேல்.,0.48929948,0.46312928,0.48076683,0.48999137,0.4888699,0.5076119,0.48722965,0.5203737,0.5493252,0.51994884,sanctity.virtue,0.5493252
14,பிச்சைக்கு மூத்த குடிவாழ்க்கை பேசுங்கால் இச்சைபல சொல்லி இடித்துண்கை - சிச்சீ வயிறு வளர்க்கைக்கு மானம் அழியாது உயிர்விடுகை சால உறும்.,0.5888189,0.5746989,0.5331589,0.54730535,0.566524,0.52083683,0.54991996,0.52129483,0.5851476,0.6235609,sanctity.vice,0.6235609
15,சிவாய நம என்று சிந்தித் திருப்போர்க்கு அபாயம் ஒருநாளும் இல்லை - உபாயம் இதுவே(;) மதியாகும் அல்லாத எல்லாம் விதியே மதியாய் விடும்.,0.5124924,0.5085953,0.5317883,0.5108118,0.51135623,0.5384636,0.5323827,0.55336034,0.5825029,0.5082289,sanctity.virtue,0.5825029
16,தண்ணீர் நிலநலத்தால் தக்கோர் குணம்கொடையால் கண்ணீர்மை மாறாக் கருணையால் - பெண்ணீர்மை கற்பழியா ஆற்றல் கடல்சூழ்ந்த வையகத்துள் அற்புதமாம் என்றே அறி.,0.49639252,0.37332553,0.35926497,0.3372062,0.37335998,0.34797803,0.43374726,0.36196652,0.53055984,0.42377764,sanctity.virtue,0.53055984
17,"செய்தீ வினையிருக்கத் தெய்வத்தை நொந்தக்கால் எய்த வருமோ இருநிதியம்?- வையத்து ""அறும்-பாவம்!"" என்ன அறிந்து அன்றிடார்க்கு இன்று வெறும்பானை பொங்குமோ மேல்?",0.57514465,0.52674174,0.5399164,0.5050343,0.5406863,0.49139008,0.56223166,0.5439253,0.6584209,0.61167264,sanctity.virtue,0.6584209
18,பெற்றார் பிறந்தார் பெருநாட்டார் பேருலகில் உற்றார் உகந்தார் எனவேண்டார் - மற்றோர் இரணம் கொடுத்தால் இடுவர்(;) இடாரே சரணம் கொடுத்தாலும் தாம்.,0.6609682,0.5765946,0.61798155,0.56128097,0.67802703,0.5478748,0.6560268,0.5594373,0.63330144,0.6059332,loyalty.virtue,0.67802703
19,சேவித்தும் சென்றிரந்தும் தெண்ணீர்க் கடல்கடந்தும் பாவித்தும் பாராண்டும் பாட்டிசைத்தும் - போவிப்பம் பாழின் உடம்பை வயிற்றின் கொடுமையால் நாழி அரிசிக்கே நாம்.,0.44495386,0.4296633,0.38643485,0.40845096,0.49267453,0.3933915,0.44075245,0.43561494,0.5058439,0.52446294,sanctity.vice,0.52446294
20,அம்மி துணையாக ஆறிழிந்த வாறொக்கும் கொம்மை முலைபகர்வார் கொண்டாட்டம் -இம்மை மறுமைக்கும் நன்றன்று மாநிதியம் போக்கி வெறுமைக்கு வித்தாய் விடும்.,0.5924449,0.58834946,0.54721886,0.55481076,0.60641026,0.5408984,0.5899484,0.5574305,0.6691331,0.67246294,sanctity.vice,0.67246294
21,நீரும் நிழலும் நிலம்பொதியும் நெற்கட்டும் பேரும் புகழும் பெருவாழ்வும் - ஊரும் வருந்திருவும் வாழ்நாளும் வஞ்சமில்லார்க் கென்றும் தரும்சிவந்த தாமரையாள் தான்.,0.58832735,0.461442,0.47560912,0.47433555,0.5213176,0.45458966,0.5137174,0.45085922,0.5851995,0.5162602,care.virtue,0.58832735
22,பாடுபட்டுத் தேடிப் பணத்தைப் புதைத்துவைத்துக் கேடுகெட்ட மானிடரே கேளுங்கள் - கூடுவிட்டுங்(கு) ஆவிதான் போயினபின் யாரே அனுபவிப்பார் பாவிகாள் அந்தப் பணம்.,0.5165523,0.531971,0.50231886,0.5591545,0.5341741,0.5114957,0.53683853,0.443317,0.5452081,0.5595439,sanctity.vice,0.5595439
23,வேதாளம் சேருமே வெள்ளெருக்குப் பூக்குமே பாதாள மூலி படருமே - மூதேவி சென்றிருந்து வாழ்வளே சேடன் குடிபுகுமே மன்றோரம் சொன்னார் மனை.,0.5335889,0.47817048,0.48949122,0.49511582,0.56325346,0.47644627,0.56682366,0.47408938,0.6072946,0.5676451,sanctity.virtue,0.6072946
24,நீறில்லா நெற்றிபாழ்(;) நெய்யில்லா உண்டிபாழ் ஆறில்லா ஊருக் (கு) அழகுபாழ் - மாறில் உடன்பிறப் பில்லா உடம்புபாழ் (;) பாழே மடக்கொடி இல்லா மனை.,0.33315665,0.2667482,0.26008826,0.31463885,0.3180061,0.27334124,0.2867137,0.32355338,0.38368124,0.41923797,sanctity.vice,0.41923797
25,ஆன முதலில் அதிகம் செலவானால் மானம் அழிந்து மதிகெட்டுப் - போனதிசை எல்லார்க்கும் கள்ளனாய் ஏழ்பிறப்பும் தீயனாய் நல்லார்க்கும் பொல்லனாம் நாடு.,0.56657875,0.60755324,0.5643641,0.6370723,0.6078226,0.61270654,0.61741257,0.58059496,0.5810605,0.6370959,sanctity.vice,0.6370959
26,மானம் குலம் கல்வி வண்மை அறிவுடைமை தானம் தவர்உயர்ச்சி தாளாண்மை - தேனின் கசிவந்த சொல்லியர்மேல் காமுறுதல் பத்தும் பசிவந்திடப் பறந்து போம்.,0.54516804,0.49271023,0.41764677,0.483382,0.5269521,0.4822607,0.5305111,0.44980374,0.57508945,0.5364966,sanctity.virtue,0.57508945
27,ஒன்றை நினைக்கின் அதுஒழிந்திட் டொன்றாகும் அன்றி அதுவரினும் வந்தெய்தும் - ஒன்றை நினையாத முன்வந்து நிற்பினும் நிற்கும் எனையாளும் ஈசன் செயல்.,0.5501754,0.56240475,0.60123456,0.5925971,0.58055925,0.5884422,0.56254166,0.6447829,0.6044316,0.6073692,authority.vice,0.6447829
28,உண்பது நாழி உடுப்பது நான்குமுழம் எண்பது கோடி நினைந்து எண்ணுவன - கண்புதைந்த மாந்தர் குடிவாழ்க்கை மண்ணின் கலம்போலச் சாந்துணையும் சஞ்சலமே தான்.,0.4187588,0.44001892,0.38893127,0.4470797,0.47637615,0.38311407,0.4211216,0.41250262,0.44146818,0.52560854,sanctity.vice,0.52560854
29,மரம்பழுத்தால் வௌவாலை வாவென்று கூவி இரந்தழைப்பார் யாவருமங் கில்லை - சுரந்தமுதம் கற்றா தரல்போல் கரவாது அளிப்பரேல் உற்றார் உலகத் தவர்.,0.5183767,0.52094376,0.4730928,0.47743103,0.53107774,0.50406086,0.5212102,0.52071357,0.58781964,0.5844356,sanctity.virtue,0.58781964
30,தாம்தாம்முன் செய்தவினை தாமே அனுபவிப்பார் பூந்தா மரை யோன் பொறிவழியே - வேந்தே ஒறுத்தாரை என்செயலாம் ஊரெல்லாம் ஒன்றா வெறுத்தாலும் போமோ விதி .,0.50667965,0.55684733,0.5543337,0.56994987,0.6095816,0.5485678,0.5926868,0.557387,0.6148092,0.61626923,sanctity.vice,0.61626923
31,இழுக்குடைய பாட்டிற்(கு) இசைநன்று(;) சாலும் ஒழுக்கம் உயர்குலத்தின் நன்று - வழுக்குடைய வீரத்தின் நன்று விடாநோய்(;) பழிக்கஞ்சாத் தாரத்தின் நன்று தனி.,0.59409976,0.6113678,0.6029985,0.5938109,0.6524344,0.6189891,0.6745917,0.6310583,0.6891273,0.6794862,sanctity.virtue,0.6891273
32,ஆறிடும் மேடும் மடுவும்போ லாம்செல்வம் மாறிடும் ஏறிடும் மாநிலத்தீர் - சோறிடும் தண்ணீரும் வாரும் தருமமே சார்பாக உண்ணீர்மை வீறும் உயர்ந்து.,0.4377823,0.3726822,0.37621212,0.39141852,0.42930886,0.35995346,0.43733048,0.4025315,0.47847798,0.443627,sanctity.virtue,0.47847798
33,வெட்டெனவை மெத்தனவை வெல்லாவாம்(;) வேழத்தில் பட்டுருவும் கோல்பஞ்சில் பாயாது - நெட்டிருப்புப் பாரைக்கு நெக்குவிடாப் பாறை பசுமரத்தின் வேருக்கு நெக்கு விடும்.,0.33175617,0.3202034,0.31298643,0.32317254,0.35592675,0.2912848,0.3355034,0.30853957,0.38865396,0.4057457,sanctity.vice,0.4057457
34,கல்லானே ஆனாலும் கைப்பொருள்ஒன் றுண்டாயின் எல்லாரும் சென்றங் கெதிர்கொள்வர் - இல்லானை இல்லாளும் வேண்டாள்(;) மற் றீன்றெடுத்த தாய்வேண்டாள் செல்லா(து) அவன்வாயிற் சொல்.,0.6223601,0.5584794,0.58654124,0.5341084,0.6633302,0.53992724,0.6309882,0.56974787,0.6690756,0.58468974,sanctity.virtue,0.6690756
35,பூவாதே காய்க்கும் மரமுள மக்களுளும் ஏவாதே நின்றுணர்வார் தாமுளரே - தூவா விரைத்தாலும் நன்றாகா வித்தெனவே பேதைக்கு உரைத்தாலும் தோன்றா(து) உணர்வு.,0.39467973,0.34494418,0.3338886,0.33566213,0.37339577,0.33073562,0.34096992,0.33290505,0.4363609,0.40324083,sanctity.virtue,0.4363609
36,நண்டுசிப்பி வேய்கதலி நாசமுறுங் காலத்தில் கொண்ட கருவளிக்கும் கொள்கைபோல் - ஒண்தொடீ போதம் தனம்கல்வி பொன்றவரும் காலமயல் மாதர்மேல் வைப்பார் மனம்.,0.43642962,0.475837,0.43667603,0.46226832,0.5047774,0.45071363,0.5411171,0.44587454,0.5641347,0.549179,sanctity.virtue,0.5641347
37,வினைப்பயனை வெல்வதற்கு வேதம் முதலாம் அனைத்தாய நூலகத்தும் இல்லை - நினைப்பதெனக் கண்ணுறுவ தல்லால் கவலைப் படேல் நெஞ்சே விண்ணுறுவார்க் கில்லை விதி.,0.46938807,0.4940133,0.5302425,0.5281716,0.5068284,0.51691186,0.54041755,0.5471824,0.5302259,0.5612119,sanctity.vice,0.5612119
38,நன்றென்றும் தீதென்றும் நானென்றும் தானென்றும் அன்றென்றும் ஆமென்றும் ஆகாதே - நின்றநிலை தானதாம் தத்துவமாம் சம்பறுத்தார் யாக்கைக்குப் போனவா தேடும் பொருள்.,0.3841316,0.3489244,0.36339504,0.3523527,0.36316264,0.36816037,0.38752747,0.3506107,0.4855078,0.3673641,sanctity.virtue,0.4855078
39,முப்பதாம் ஆண்டளவில் மூன்றற்று ஒருபொருளைத் தப்பாமல் தன்னுள் பெறானாயின் - செப்பும் கலையளவே ஆகுமாம் காரிகையார் தங்கள் முலையளவே ஆகுமாம் மூப்பு.,0.6189905,0.6182257,0.603984,0.61906457,0.67694724,0.55480397,0.65421045,0.5574352,0.6680821,0.6858876,sanctity.vice,0.6858876
40,தேவர் குறளும் திருநான் மறைமுடிவும் மூவர் தமிழும் முனிமொழியும் - கோவை திருவா சகமும் திருமூலர் சொல்லும் ஒருவா சகமென் றுணர்.,0.44554642,0.38676494,0.42486018,0.41481987,0.527223,0.43434936,0.47935608,0.4182278,0.5658379,0.43191612,sanctity.virtue,0.5658379
