paragraph_num,text,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,dominant_moral_lexicon,dominant_score_lexicon
11,"ಏಡಿಕುಮಾರನ ಕಥೆ 11
ಕೊಟ್ಟು ಮುಂದಕ್ಕೆ ಸಂತಾನ ಬೆಳಸಲಪ್ಪ'' ದೊರೆ ಹೆಂಡ್ತಿ ಸುಖ
ಸಂತೋಷದೊಳಗಿರ್ರಾಳೆ.
ಇರಬೇಕಾದ್ರೆ, ಆಯಮ್ಮನಿಗೆ ನವನಾರ ಒಂಬತ್ತು ತಿಂಗಳು ತುಂಬಿ ಹೆರಿಗೆ ಆಗುತ್ತೆ.
ಹೆರಿಗೆ ಆದಾಗ ಏಡಿಗಾಯಿ ಜನನವಾಗುತ್ತೆ. ಏಡಿಗಾಯಿ ಜನನವಾದಾಗ ...",0.0,0.0,0.0,0.0,0.0,0.0,0.004694835680751174,0.0,0.004694835680751174,0.004694835680751174,authority.virtue,1
12,"12 ಜನಪದ ಕಥೆಗಳು
ಹೇಳಿದ್ರು. ಏಡಿಗೆ ಮನಸ್ಸಿಗೆ ನಾಟಿಕೊಂಡ್ಬಿಟ್ತು. """"ಅಯ್ಯೋ ಇರ್ಲಿ, ನಮ್ಮಪ್ಪಂಗೆ
ಏನ್‌ ಕಮ್ಮಿಇರೋದು, ಹೇಳಾನ ಎಲ್ಲಾರೂ ಹೆಣ್‌ನೋಡಿ ಲಗ್ನ ಮಾಡಿಸಿ
ಅಂತ.'' ಏಡಿರಾಜ ಮನಸ್ಸಿಗೆ ತೊಗೊಂಡು, ಸಾಯಂಕಾಲ ಊಟ ತೊಗೊಂಡ್‌
ಬರೋದರೊಳಗಾಗಿ ...",0.04032258064516129,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.008064516129032258,0.004032258064516129,care.virtue,10
13,"ಏಡಿಕುಮಾರನ ಕಥೆ 13
ಮೊರ ಹೊನ್ನು ತುಂಬ್ಯೊಂಡು ಬಂದಿದಾನೆ, ಮಾರ್ಮೀರ ಅಂತ. ಹೊನ್ನು ಈಸ್ಕೊಂಬಿಟ್ಟು
ಮಗಾ ಕಳಿಸಿಬಿಡ್ರಿ'' ಅಂತಾ ಆಯಮ್ಮ ಕಿರೇಹೆಂಡ್ತಿ ಹೇಳಿದ್ಳು. ಹೇಳಿದಾಗ """" ಆಯ್ತು
ಕಣೇ ಅದೂ ಒಳ್ಳೇದೇ. ಬೆಳಿಗ್ಗೆ ಎದ್ರೆ ನಮಗೆ ತಿನ್ನಾಕೆ ಅನ್ನ...",0.01568627450980392,0.0,0.0,0.0,0.0,0.0,0.00784313725490196,0.0,0.00392156862745098,0.0,care.virtue,4
14,"14 ಜನಪದ ಕಥೆಗಳು
ಅಣೇಬರಹ, ಹೋಯ್ತು. ನಿಮ್ಮಪ್ಪಂಗೆ ಏನಯ್ಯಾ. ಕಮ್ಮಿ ಆಗಿರೋದು ೪
ಇನ್ನೊಂದು ಹೆಣ್ಣು ತೊಗೊಬಂದು ಮದುವೆ ಮಾಡು ಹೇಳಯ್ಯ'' ಅಂದ್ರು. ಸರಿ,
ಇನ್ನ ದಿವಸಕ್ಕೆ ಲ್ಲ, “ಅಯ್ಯಾ ಆಳೇ ಊಟ ನೀನ್ಯಾಕಯ್ಯ ತಗೊಂಡ್ಬಂದೆ )
ನಾನ ಊಟ ಮಾಡೋದಿಲ್ಲ. ...",0.02586206896551724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.004310344827586207,care.virtue,6
15,"ಏಡಿಕಮಾರನ ಕಥೆ 15
ದೊಡ್ಡದೊಂದು ಕಾಡಿರುತ್ತೆ. """"ಆ ಕಾಡಿನೊಳಗೆ ಚುಂಚನಗಿರಿ ಬೆಟ್ಟದೊಳಗೆ ಹೋಗ್ತಾ
ಇರುಬೇಕಾದ್ರೆ, ಚುಂಚನಗಿರಿ ಬೆಟ್ಟಕ್ಕೆ ನಡುಬೆಟ್ಟದೊಳ್ಗೆ ಕುಂತವೈ.
ಒಬ್ಳೇನೇ ಕುಂತ್ಕಂಡಿದ್ರೆ, ಶಿವನಗೋಳ್‌ ಸೀತೆಗೋಳ್‌ ಮಾಡ್ತಾಇರ್ತಾಳೆ."" “ಅಯ್...",0.02304147465437788,0.004608294930875576,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.004608294930875576,0.0,care.virtue,5
16,"16 ಜನಪದ ಕಥೆಗಳು
ಮಾತು ಕೇಳಿದ ಮ್ಯಾಲೆ ರೂಮಿನತ್ರಕ್ಕೆ' ಬಂದ್ಳು. ರೂಮಿನತ್ರ
ಬಂದಾಗ ಬಾಗ್ಲು ತೆಗೀತಾಳೆ. ಬಾಗ್ಲು ತೆಗೆದಾಗ ""ಆ' ಬಂದ್ಬಿಡ್ತದೆ, ಏಡಿಗಾಯಿ
ನುಂಗಕೆ ಆಯಮ್ಮನ್ನ. ಅವಾಗ ಒಂದ್ಹಿಡಿ ಮರಳ ಎಸೆದ್‌ ಬಿಡ್ತಾಳೆ. ಒಂದ್ಹಿ ಡಿ ಮರಳು
ಎಸೆದಾಗ...",0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.00411522633744856,0.0,0.012345679012345678,0.0,care.virtue,3
17,"ಏಡಿಕುಮಾರನ ಕಥೆ 17
ಮಗಳ್ನ ನೋಡಕೆ ಬರ್ತಾಳೆ. ದಿವ್ಸ ಆಯ್ತು, ನಂ ತಾಯಿ ಬಂದ್ಳು ಇವೃಗೂನೂ
ಕರುಣ ಉಂಟಾಗ್ರದೆ. ಸುಖ ಸಂತೋಷದೊಳ್ಗೆ ಬಂದಂತಾ ಈಯಮ್ಮಂಗೆ
ಬೇಕ್‌ಬೇಕಾದಂಥ ಅಡಿಗೂಟ ಮಾಡಿ, ಬಟ್ಟೆ ಬರೆ ತೊಗೊಬಂದು ಕೆಲವಾರು ದಿವ್ಸ
ಆಯಮ್ಮನ್ನ ಇಟ್ಟ್ಕಂತಾರ...",0.02608695652173913,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,care.virtue,6
18,"18 | ಜನಪದ ಕಥೆಗಳು
ಹೇಳಿಕೊಟ್ರೆ ಈಯಮ್ಮ ರೀತಿ ""“ಅಕ್ಕಾ ನಿನ್‌ ಮೈಮೇಲೆ ಚೆನ್ನಾಗಿದೆಯಕ್ಕಾ
ಒಡವೆಗಳು. ನಿನ್‌ ಬಟ್ಟೆ ಒಡವೆನೆಲ್ಲ ಧರಿಸಕ್ಕ. ನನ್‌ ಬಟ್ಟೆ ನೀನ್‌ ಧರಿಸ್ಕೊಳಕ್ಕ.
ನೋಡಕ್ಕ'' .ನಾನು ಚೆನ್ನಾಗಿ ಕಾಣಿಸ್ತೀನಿ ಆವಾಗ ಆಯಮ್ಮನ
ಮೈಮೇಗಲ ...",0.008695652173913044,0.0,0.0,0.0,0.004347826086956522,0.0,0.004347826086956522,0.0,0.013043478260869565,0.0,sanctity.virtue,3
19,"ಏಡಿಕುಮಾರನಕಥೆ 19
ಚೆನ್ನಾಗಿದೆಯೇನೋ 9 ಅಪೇಕ್ಷೆ ಪಟ್ಟು ಕೇಳ್ತಾ ಇದ್ದರೆ ಇವ್ನೇನೂ ಮಾತಾಡ್ಜೇ
ಮಂಚದ ಮಕ್ಕಡೆಯಾಗಿ ಮಲಗಿಬಿಡ್ತಾನೆ. ಏನೋ ಹೆಚ್ಚುಕಮ್ಮಿ ಆಗ್ಬಿಟ್ಟಿದೆ, ನಮ್‌
ಸೊಸೆಗೆ. ನನ್ಮಗ ಏನೂ ಹೇಳಿಲ್ವಲ್ಲ, ನಾವಿಬ್ರೂ ಹೋಗ್‌ ನೋಡ್ಕೊಂಡು ಬಂದ...",0.04065040650406504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,care.virtue,10
20,"20 ಜನಪದ ಕಥೆಗಳು
ಬಂದಿರೋರು ಬಿಟ್ಟಿಟ್ಟು ನಿಮ್ಮನೆಗೆ ಹೋಗ್ರವ್ವ. ಸೊಸೆ ಬಾಳಿಸ್ಕೋತೀವಿ
ಹೇಳಿಬಿಟ್ರು. ಅವ್ರ ತಂದೆ.ತಾಯಿ ಮನೆಗೋದ್ರು. ಸೊಸೆ ಇವ್ರ ಮನೆಯೊಳಗೆ
ಬಾಳ್ತಾ ಇರಾ ಳೆ.
ಬಾಳ್ತಾ ಇರಬೇಕಾದ್ರೆ, ಗಂಡನಿಗೆ ಚಿಂತೆ ಬಂದ್ಧಿಡ್ತು, ಪರಮಾತ್ಮ, ನ...",0.004405286343612335,0.0,0.0,0.0,0.004405286343612335,0.0,0.004405286343612335,0.0,0.013215859030837005,0.004405286343612335,sanctity.virtue,3
21,"ಏಡಿಕುಮಾರನ ಕಥೆ 21
ತೊಡಿಸಕ್ಕಾಗಲ್ಲ'' ಹೇಳ್ತಾ ಇದ್ದಾನೆ ಬಳೆಶೆಟ್ಟಿ. ನಾಗರಾಜ ಹೇಳುತ್ತಾನೆ?
ಅಪ್ಪಾ ನಾಳೆ ನೀನು ಬಳೆ ತೊಗೊಂಡ್‌ಬಾ. ಮುಂಚೆ ನಮ್ಮಕ್ಕಯ್ಯಂಗೆ ಬಳೆ
ತೊಡಿಸಿಬಿಟ್ಟು ನೀನು ಇನ್ನ ಮುಂದಕ್ಕೋಗಯ್ಯ ನಾಗರಾಜ ಆಚೆ ಕಡೀಕೆ
ಬಳೆಶೆಟ್ಟೀನ ಕಳ...",0.008849557522123894,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,care.virtue,2
22,"22 ಜನಪದ ಕಥೆಗಳು
ದುಃಖ ಮಾಡ್ಕೊಂಡ್‌ ಬಳೆ ತೊಡಿಸಬೇಕಾದ್ರೆ ನಾಗರಾಜ ಎರಡೂವೆ ನಿಂತಿದ್ದರಲ್ಲ,
""""ಅಯ್ಯಾ ಬಳೆಶೆಟ್ಟಿ, ಏನಿದ್ರೂ ಹೇಳಯ್ಯ ನಮ್‌ ಹತ್ರ, ನಾವ್‌ ನಿವಾರಣೆ ಮಾಡ್ತೀವಿ''
ಕೇಳ್ತಾ ಇದಾರೆ. """"ಅಯ್ಯೋ ಏನೂ ಇಲ್ರಪ್ಪ. ಈಯಮ್ಮ ನನ್‌ ಹೆಂಡ್ತಿ...",0.015306122448979591,0.00510204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,care.virtue,3
23,"೩. ಬಡ ಹುಡುಗಿಯ ಕಥೆ
ಪಟ್ಟದಾಗೆ ಒಬ್ಬ ದೊರೆಯಂತೆ. ದೊರೀಗೆ ಯೋಳನ ಹೆಂಡ್ತಿದೀರು. ಇವ್ರ್‌
ಯೋಳ್‌ ಜನಕ್ಕು ಮಕ್ಳಿಲ್ಲ. ಮಕ್ಳಿಲ್ಲದ್ದೊರೆ ಒಂದ್‌ ಪಟ್ಟಕ್‌ ಹೋಗ್ಬೇಕು ರೊಟ್ಟಿ ಬುತ್ತಿ
ಕಟ್ರಿ ಹೇಳ್ದ. ಇವ್ರೇನ್ಮಾಡಿದ್ರು? ರೊಟ್ಟಿ ಬುತ್ತಿ ಕಟ್ಟಿಕೊ...",0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.011363636363636364,care.virtue,2
24,"24 ಜನಪದ ಕಥೆಗಳು
ನಿಂಗೆ ರಾಜ್ಯದಾಗೆ ಅರ್ಧರಾಜ್ಯ ಕೊಡ್ತೇನಿ'' ಅಂದ ದೊರೆ. """"ಅಪ್ಪಾ ಆಗೋದಿಲ್ಲ,
ಮಾಡೋರಿಲ್ಲ, ಮಟ್ಟೋರಿಲ್ಲ, ಕಿವಿಕೇಳಾಕಿಲ್ಲ. ಕಣ್‌ಕಾಣಾಕಿಲ್ಲ. ನಾನೇನ್ಹಾಡ್ಲಪ್ಪ?
ಅದ್ಕೆ ಆರೈಕೆ ಮಾಡಾಕೆ ಆಗತದೇನಪ್ಪಾ ನನ್‌ಕೈಲಿ'' ಅಂದ್ಲು. “ಏ...",0.003787878787878788,0.0,0.0,0.0,0.0,0.0,0.003787878787878788,0.0,0.007575757575757576,0.0,sanctity.virtue,2
25,"ಬಡ ಹುಡುಗಿಯ ಕಥೆ 25
ಇಳಿಯೆ ಕೆಳೀಕೆ. ಇಳು ಕುದ್ರೆ ಕೆಲ್ಸ, ದನಿನ ಕೆಲ್ಸ, ಕೆಲ್ಸ, ಇಂತ ಕೆಲಸ, ಗುಡ್ಲಾದು
ಅಂತೇಳಿದ್ರು. ಕಸರಾದ ಹುಳ್ಳಿಕಾಳು ತರದು ಮಾಡದು ಇಕ್ಕದು. ಕಸ ಕಸ
ಗುಡ್ಡದು. ಶುರುಮಾಡಿದ್ದು. ಶುರುಮಾಡತ್ಲೆ ಆಯಮ್ಮ ದಿನದ ಬಸುರಿ ಅಲ್ವಾ?...",0.0,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0,0.007518796992481203,0.007518796992481203,sanctity.virtue,2
26,"26 ಜನಪದ ಕಥೆಗಳು
ಹೇಳಿದಾದಮ್ಯಾಲೆ ದೊರೆ ಕರಕಂದ್‌. ಬಂದ. ಕರಕಂದ್‌ ಮಾಡಿಮ್ಯಾಲೆ
ಇರಿಸ್ನಂದ. ಇವ್ರನ್ನ ಕೇಳ್ಳುಲ್ಲ. ಅವುನ್ನ ಕೇಳ್ಳುಲ್ಲ. ಮಾತು ಪಟ್ಕಾಯಿಸ್ಲಿಲ್ಲ. ಇವರು
ಮುಂಚೆ ಮಾಡ್ತುದ್ರೊ ಹಂಗ್‌ ಮಾಡಾಕ್‌ ನಿಂತಕಂಡ್ರು.
ಅಲ್ಲಿಗೆ ಮೂರ್ರಿಂಗ್...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,sanctity.virtue,2
27,"ಬಡ ಹುಡುಗಿಯ ಕಥೆ 27
ಇವರ್ಲೆ ವಿಷಕೊಟ್ಟು ಸಾಯಿಗೊನ್ನಿಬಿಡ್ಬೇಕು'' ಏನ್ಹೇಳ್ರೀರಾಂತ ಒಬ್ರಿಗೊಬ್ರು
ಮಾತಾಡ್ಕಂಡ್ರು. ಆಮ್ಯಾಲೆ ಬಂದಿದ್ದೆಯ ರಾಮಲಕ್ಚ್ಮ ಣನ ಕಣಜ ಕೀಳ್ಲಿದ್ದೆಯ ಡಂಗೂರ
ಬಾರ್ಲಿಬಿಟ್ರು. ""ಇಂತಾ ಹೊತ್ತಿಗೆ ಇಂತಾ ಊಟ. ಎಲ್ಲ ಬಂದ್ಬುಡ್...",0.017543859649122806,0.0,0.0,0.0,0.0043859649122807015,0.0,0.0,0.0,0.0,0.0043859649122807015,care.virtue,4
28,"28 ಕನ್ನಡೆ ಜನಪದ ಕಥೆಗಳು
ಹೊನ್‌ ಕೊಟ್ಟು, ಅಳಿದೆಲೆ ಒಂದ್‌ ಸೇರು ಹೊನ್ನು ಕೊಟ್ಟು ಹುಡ್ಗಿ ಕರಕಂದೋಗಿ
ಒಂದಜ್ಜಿ ಮನಿಗೆ ಬಿಟ್ಟ. ಅಲ್ಲಿ ಅವಜ್ಜಿ ಸಾಕ್ತು. ಹಿಂಗಿಂಗಾತೂಂತ ಹೇಳಿದ್ದು. ಅವಾಗ
ಆಯಪ್ಪನಿಗೆ ಗುರ್ತಾಯ್ತು. ಓ ಇವು ಯಾರವು ಇಪ್ಪತ್ತೈದು ...",0.004784688995215311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311,0.009569377990430622,sanctity.vice,2
29,"ಜಂಬೂರು ನಾಗೇಗೌಡರು 29
ಒಂದಲ್ಲಾ ಒಂದಿನ್‌ ಏನ್‌ ಮಾಡುದ್ರು? ಅವ್ರ ಸ್ನೇಹಿತ್ರೆಲ್ಲಾ ಇವುರ್ಲೆ
ಹೇಳ್ಬುಟ್ರು. ಮದ್ವೆಮಾಡ್ಬುಡ್ರಿ ನಾಗೇಗೌಡ್ರೆ ಹೇಳ್ಬುಟ್ರು. ಅಪ್ಪಾ ನೀವೇ
ಮಾಡ್ಬುಡ್ರಪ್ಪಾ ಲಗ್ನಾವಾ. ನಮ್ಮೈಲಿ ಸಾಧ್ಯವಿಲ್ಲ ಅಂದ್ಬುಟ್ರು ನಾಗೇಗೌ...",0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0,0.003968253968253968,0.0,care.virtue,1
30,"30 ಜನಪದ ಕಥೆಗಳು
ಮಗುನ್ನೆಣ್ಣು.'' ನಾನ್‌ ಬರೊಲ್ಲ. ಆದಾತೋಗು. ಆಗೋಗ್ಬ್ಟುಡುತ್ತಪ್ಪ. ವೋಗ್ಲೇಬೇಕು
ಮದ್ವೆಗೆ. ನಾನ್‌ ಬರಲ್ಲಪ್ಪ. ನನ್‌ ಚಂದ್ರಾಯ್ದ ಕೊಡ್ತೀನಿ. ಮದ್ವೆ ಮಾಡ್ಕಂಬಾ ಅಂದ್ಬುಟ್ಟ.
ಅವ್ರು ಒಳ್ಳೆ ಮಾನ್ಯೇವು, ಪುಣ್ಯಾತ್ಮರು, ಅಮರಾವತ...",0.00816326530612245,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,0.0,0.012244897959183673,0.004081632653061225,sanctity.virtue,3
31,"ಜಂಬೂರು ನಾಗೇಗೌಡರು 31
ಈಯಮ್ಮ ಮಂಡೆ ಬಿಚ್ಛಂಡು ಬಾಚ್ಯಂತಿದ್ದಲ್ಲ, ಹತ್ಸೂಡಿನ ಕರುಗಳಿದ್ದೊ ನೋಡಿ, ಏಳ್‌
ಕೊಪ್ರಿಕೆ ಹಾಲ್‌ ಕರಿಬೇಕಾರೆ, ಜಂಬೂರ್‌ ನಾಗೇಗೌಡ್ರು ಮನೇಲಿ ಏಳ್‌ ಕೊಪ್ರಿಕೆ ಹಾಲ್‌
ಕರಿಯೋ, ಕರಿಯೋವು ಕರ ಏಸಿರ್ರವೆ? ಹತ್ಸೂಡಿನ, ಕರುಗ...",0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027131782945736434,0.0,sanctity.virtue,7
